Artist URI(s),Artist Name(s)
spotify:artist:6eouuqqGggqDlYRV63cgPo,Secondhand Serenade
"spotify:artist:3gClSlUEpEoQd4IldcqBUz, spotify:artist:54Q2QQgna3BWcnX5f7I1rx","Elen Levon, Israel Cruz"
"spotify:artist:6MF9fzBmfXghAz953czmBC, spotify:artist:6LqNN22kT3074XbTVUrhzX","Taio Cruz, Kesha"
spotify:artist:0Grjlu7ncIuCaSYvCs9fcd,New Radicals
spotify:artist:4KQLA0IabIwyfoeh7ytGxS,Small Mercies
spotify:artist:1L9i6qZYIGQedgM9QLSyzb,Klingande
spotify:artist:7kCL98rPFsNKjAHDmWrMac,Nik Kershaw
"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:2VAnyOxzJuSAj7XIuEOT38","DJ Snake, AlunaGeorge"
spotify:artist:2GaayiIs1kcyNqRXQuzp35,The Ventures
"spotify:artist:0THUMJMWUd5L8os9K6O4FE, spotify:artist:1Dg0yaGc5vawe984BMXIIh","World Party, Anthony Thistlethwaite"
spotify:artist:5rWKAmlxinr3muqedXVIHa,Georgie Fame
spotify:artist:5rScKX1Sh1U67meeUyTGwk,Michelle Branch
spotify:artist:0qT79UgT5tY4yudH9VfsdT,Sum 41
"spotify:artist:3fmMaLC5jjf2N4EC2kTx0u, spotify:artist:6JW55AQgf9M9SZgzZou2NQ, spotify:artist:0MH2SnPBynNlz9HRqC84ZK","Hermitude, Mataya, Young Tapz"
spotify:artist:4TROLx8HvrnfGGNo2ngL2N,Shawn Mullins
"spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:2d6W4cnC5XsVOaxtgaj9hA","will.i.am, Eva Simons"
spotify:artist:5kW3q7Vywlw24apaeufin6,Dan Black
spotify:artist:7kEOMdsEmZkTHgA4ibDz4h,Mark Lindsay
"spotify:artist:4VNQWV2y1E97Eqo2D5UTjx, spotify:artist:7uMh23xWiuR7zsNkuNcm2G","Gorgon City, MNEK"
spotify:artist:0Xi59sEw38vRvwleSAVqoo,Marty Robbins
spotify:artist:3nJsM5uIME4qqS0dD0K0mo,The Ferrets
spotify:artist:7emRV8AluG3d4e5T0DZiK9,Loggins & Messina
"spotify:artist:4TEJudQY2pXxVHPE3gD2EU, spotify:artist:3TVXtAsR1Inumwj472S9r4","BlocBoy JB, Drake"
"spotify:artist:0cQbJU1aAzvbEmTuljWLlF, spotify:artist:2X1VgNqQOiSbkyel3a9rjK","No Doubt, Lady Saw"
"spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ, spotify:artist:0AunegKKH2ys98aLxq8G1A","The Pussycat Dolls, Avant"
spotify:artist:2ikAwFLCJ5H9SEAsoxk2Va,The Dingoes
spotify:artist:7rT5vCRSip37zugzc8KN4i,Lee Kernaghan
"spotify:artist:1ahGKezyX9Rl7GuEF2tc15, spotify:artist:7Ead768rc4ShGxnqtqccU5","José Carreras, Sarah Brightman"
"spotify:artist:5r95McVcn35VcJzLKq217V, spotify:artist:1eNDa9ZzHRuyNhDugze99t","Ultra, Steve Robson And Andy Bradfield"
"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:0c173mlxpT3dSFRgMO8XPh","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean"
"spotify:artist:49YbNTLaaAbZHLtDI2aPGL, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","Tesher, Jason Derulo"
spotify:artist:1yMYjh77WgOVafRkI50mim,Wilson Phillips
"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR, spotify:artist:55Aa2cqylxrFIXC767Z865","Eminem, Lil Wayne"
"spotify:artist:4m4SfDVbF5wxrwEjDKgi4k, spotify:artist:4obzFoKoKRHIphyHzJ35G3","Cher Lloyd, Becky G"
spotify:artist:7KjuI3MbOTaBH29yju4Lr4,Linda Scott
spotify:artist:3vRclCt9VnNhYIxFMQCxuM,Milli Vanilli
"spotify:artist:2JyWXPbkqI5ZJa3gwqVa0c, spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc","Craig David, Bastille"
spotify:artist:3iPZvuMeJKouwPtkY2oRAZ,Technohead
spotify:artist:3mY9Ii0cL5SQxpOTAm8SHx,Warren Zevon
spotify:artist:3yFnqoyp1e54tZEY4ykvNB,Cal Smith
"spotify:artist:00FQb4jTyendYWaN8pK0wa, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Lana Del Rey, The Weeknd"
spotify:artist:7r8RF1tN2A4CiGEplkp1oP,Ginuwine
"spotify:artist:7keGfmQR4X5w0two1xKZ7d, spotify:artist:726MxZBpkxnnoKl6aN7mmj","Kungs, Cookin' On 3 Burners"
spotify:artist:3Fz2GbraVXhcpXnoi2Oe1r,Billy Squier
spotify:artist:1lO13Grp3I1AsIbcACRWvv,K's Choice
"spotify:artist:5xKp3UyavIBUsGy3DQdXeF, spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS","A Great Big World, Christina Aguilera"
"spotify:artist:1anyVhU62p31KFi8MEzkbf, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:17lzZA2AlOHwCwFALHttmp","Chance the Rapper, Lil Wayne, 2 Chainz"
"spotify:artist:63wjoROpeh5f11Qm93UiJ1, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:21E3waRsmPlU7jZsS13rcj","Keri Hilson, Kanye West, Ne-Yo"
"spotify:artist:5ZsFI1h6hIdQRw2ti0hz81, spotify:artist:2HPaUgqeutzr3jx5a9WyDV","ZAYN, PARTYNEXTDOOR"
spotify:artist:4nskIG5VkuYcUXhlSVDHaG,Rebecca Levy
"spotify:artist:1IvJtmPLbzpxDxfrw4rMFa, spotify:artist:1LZEQNv7sE11VDY3SdxQeN","Samantha Sang, Bee Gees"
spotify:artist:1Lc0W6fVtIyzVXEOV6BbYi,Musical Creations Karaoke
spotify:artist:08GxOlfbIid2OSANVKECHb,The Allniters
"spotify:artist:1ZwdS5xdxEREPySFridCfh, spotify:artist:33JfM2NgTRFT9wMoQvcv6T","2Pac, Talent"
spotify:artist:6Xe4WwiYhssiZXHBTWAoNL,Deep Forest
spotify:artist:0Nrb3fWvzVUUzfYiwyJFXD,Dimples D.
"spotify:artist:4C3uGP8vRDzxrhJxZiOjTe, spotify:artist:0EvRNpzBThmcwE94F4nokW, spotify:artist:4Omy5P9r7PiXYje9h4jMkz","Tiffany, George Tobin, Bill Smith"
"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:26VFTg2z8YR0cCuwLzESi2","Justin Bieber, Halsey"
"spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:2cFrymmkijnjDg9SS92EPM","Ellie Goulding, blackbear"
"spotify:artist:0IUq1plF3ON4Fboj1bE6kN, spotify:artist:4NgNsOXSwIzXlUIJcpnNUp","Delerium, Sarah McLachlan"
spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters
spotify:artist:6ZID5oFfvvgzIRrqXaTJSy,Shelley Fabares
"spotify:artist:0eDvMgVFoNV3TpwtrVCoTj, spotify:artist:5f7VJjfbwm532GiveGC0ZK, spotify:artist:4r63FhuTkUYltbVAg5TQnk","Pop Smoke, Lil Baby, DaBaby"
spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes
spotify:artist:07PipPbqSffwUKRCQ5AcC6,Tom Clay
"spotify:artist:4UXJsSlnKd7ltsrHebV79Q, spotify:artist:4RVnAU35WRWra6OZ3CbbMA","Nick Cave & The Bad Seeds, Kylie Minogue"
spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap
"spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ, spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ, spotify:artist:0QHgL1lAIqAw0HtD7YldmP","Latto, Mariah Carey, DJ Khaled"
spotify:artist:4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums
spotify:artist:4pm3g02BZ11lBvSCuomYaW,Dale & Grace
"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ","Flo Rida, Timbaland"
spotify:artist:7EgGmzFxfUmVFTDDMHEg8d,New World
spotify:artist:1JJQnWXsIpAKIvcWJGUtfg,John Fred and His Playboy Band
"spotify:artist:5YGY8feqx7naU7z4HrwZM6, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Miley Cyrus, Dua Lipa"
"spotify:artist:2QFXAOEj2ow8a3xVkD8Ntg, spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:03O1y1yKpBpmUbcTtoya3K","Ian Carey, Snoop Dogg, Bobby Anthony"
spotify:artist:04HvbIwBccFmRie5ATX4ft,Yeasayer
spotify:artist:5HnkAAaf0MCIxMWzsJNrdg,Alcazar
spotify:artist:4PJHDzdFoQcklrWU18QdsU,Bob Carlisle
spotify:artist:4kmYEa0DFPDv2Opcpjv5el,Goanna
spotify:artist:7y0ngZzIllkP8ZOqgTKQFc,Ruby And The Romantics
"spotify:artist:01QTIT5P1pFP3QnnFSdsJf, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Lupe Fiasco, Ed Sheeran"
spotify:artist:3NfJ6VPVz0lf3jWy5F1N7g,Tag Team
spotify:artist:4k7b3DWqBnYpobDWbNWLdM,Mel & Kim
spotify:artist:49cKvpgrR0tAJFwUTdpqwV,Paul Anka et son orchestre
spotify:artist:3Y9xnCbmXGhmpJymwpnxCz,Crispian St. Peters
"spotify:artist:2NdeV5rLm47xAvogXrYhJX, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi","Ciara, Ludacris"
"spotify:artist:3AuMNF8rQAKOzjYppFNAoB, spotify:artist:4d3yvTptO48nOYTPBcPFZC","Kelly Rowland, Eve"
spotify:artist:7yQyT3GaAXmzJMf6Vt1ZZj,Inez Foxx
spotify:artist:43lLY3aEg3yQz8sYhyvdn5,Alisha's Attic
"spotify:artist:7bXgB6jMjp9ATFy66eO08Z, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Chris Brown, T-Pain"
spotify:artist:0afemm9P2Bb2LL99xHY32n,Bernard Fanning
"spotify:artist:3ICo3DF8pXFJEdzph2b6gh, spotify:artist:55xSTCgtKgSy0nUJxcJg1e","Charlie Sloth, Juai"
"spotify:artist:5dukb1WWSSdG3wSQnFtp7D, spotify:artist:53GfD0XqEo9eEbpBmjLqJO","Lovey James, Daniel Seavey"
spotify:artist:05oH07COxkXKIMt6mIPRee,Brandy
"spotify:artist:5YjEVrNMrIRw2xGbjTN6Ti, spotify:artist:18xgcedCGxFbqLbIQn5R8F","Mylo, Miami Sound Machine"
"spotify:artist:2WBJQGf1bT1kxuoqziH5g4, spotify:artist:4FrXHrpbDLNyO3pbVv8RmF","Purple Disco Machine, Sophie and the Giants"
spotify:artist:14r9dR01KeBLFfylVSKCZQ,Damien Rice
spotify:artist:49aaHxvAJ0tCh0F15OnwIl,Loreen
spotify:artist:0qLNsNKm8bQcMoRFkR8Hmh,James
spotify:artist:271pvVqDFiREx6PqzwOX8p,Steve Lawrence
"spotify:artist:74KM79TiuVKeVCqs8QtB0B, spotify:artist:1HBjj22wzbscIZ9sEb5dyf","Sabrina Carpenter, Jonas Blue"
spotify:artist:1SLFnlhgHr5lExgdr6YeoL,In-Grid
spotify:artist:0nAVvgfE9yI4DwvMiYwk8a,Johnny Nash
"spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Kanye West, T-Pain"
"spotify:artist:5CCwRZC6euC8Odo6y9X8jr, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj, spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","Rita Ora, David Guetta, Imanbek, Gunna"
"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:19m3oZKjGSLzVW0OGIAcNg","DJ Snake, George Maple"
spotify:artist:3C6chBmZ9wzisBhoh8G2nK,Naked Eyes
"spotify:artist:1u7OVFmWah4wQhOPIbUb8U, spotify:artist:2Z4QqhmV5Xw5vX2ZI70HOR","Will Sparks, Joel Fletcher"
"spotify:artist:5KKpBU5eC2tJDzf0wmlRp2, spotify:artist:4WN5naL3ofxrVBgFpguzKo","RAYE, Rudimental"
"spotify:artist:41ITYFOUrXrzWhudmBYC0X, spotify:artist:0MwiZ2D17CWZMtHPvKgVHH","Louie Austen, Tyler Stone"
spotify:artist:25tMQOrIU4LlUo6Sv8v5SE,Gavin James
spotify:artist:3bpvhFSIErguVNQUiutctF,Climie Fisher
spotify:artist:29fxfZwsxiImnDJvin5joY,Hocus Pocus
"spotify:artist:6VuMaDnrHyPL1p4EHjYLi7, spotify:artist:0cGUm45nv7Z6M6qdXYQGTX","Charlie Puth, Kehlani"
"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:3tVQdUvClmAT7URs9V3rsp, spotify:artist:77DAFfvm3O9zT5dIoG0eIO","Drake, Wizkid, Kyla"
spotify:artist:2PvqyOwynRF4BveaU6IA7S,S'Express
spotify:artist:15KbeP35gI9t2vgYzwsTjj,John Kongos
"spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt, spotify:artist:38CvLGTsjtoloDgv3OKQp8","Illy, Robinson"
spotify:artist:0vRvGUQVUjytro0xpb26bs,Arizona Zervas
spotify:artist:3rJ3m1tM6vUgiWLjfV8sRf,Jimmy Cliff
spotify:artist:1mBRVjszEFRT7OhukskPnX,Glenn Shorrock
spotify:artist:6Lycpe225dRqZS3abnkNuE,The Cockroaches
spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,Bill Withers
"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:5LHRHt1k9lMyONurDHEdrp","Jason Derulo, Tyga"
spotify:artist:5QHvbEwccF3WANUD5lEIuA,Silver Convention
"spotify:artist:7n2wHs1TKAczGzO7Dd2rGr, spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Shawn Mendes, Camila Cabello"
spotify:artist:5aZETKCwPFImGYeN6c7yV7,The Quick
"spotify:artist:3t5xRXzsuZmMDkQzgOX35S, spotify:artist:5X1JzPIIonP3u9lA580pPT","Robin Schulz, Francesco Yates"
"spotify:artist:5udXThiZTVoHa4g0GDjgxA, spotify:artist:0W8ZVf53GqJkTOPRWQaaBq, spotify:artist:7MZJVO3zHqPPeRMja10kSR","Scratch Massive, CHLOE (Thévenin), DOELD"
spotify:artist:45O9BwPMyywM755SYUK0sP,Uriah Heep
spotify:artist:7jdFEYD2LTYjfwxOdlVjmc,KALEO
spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,Tenacious D
"spotify:artist:75aA32HVEg7Z9QNG7f9l93, spotify:artist:6yav7YvxQmmD408mOoncXh","Hi Tek 3, Ya Kid K"
spotify:artist:3CGuwWgoCYSO5Z72H5G2Ec,Kita Alexander
spotify:artist:5EehXjjMktLuJmbRsM7YfB,Disciples
"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Martin Garrix, Khalid"
spotify:artist:6Gb08eT3LlkGynDscl9vbz,The Rooftop Singers
spotify:artist:1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus
"spotify:artist:2XnBwblw31dfGnspMIwgWz, spotify:artist:1xNmvlEiICkRlRGqlNFZ43, spotify:artist:6hyMWrxGBsOx6sWcVj1DqP","Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso"
"spotify:artist:45dkTj5sMRSjrmBSBeiHym, spotify:artist:5fiYAV2DWASxAUKDq7Gbe9","Tate McRae, Luca Schreiner"
spotify:artist:5YjEVrNMrIRw2xGbjTN6Ti,Mylo
spotify:artist:5V9pNqcN25JXuH88g7lq2o,Joey Scarbury
spotify:artist:61lyPtntblHJvA7FMMhi7E,Duke Dumont
spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,3LW
spotify:artist:4eAOcbAXIF4BmbN6E1QIlw,Christina Milian
spotify:artist:3uZFBSsMiooimnprFL9jD1,Snow
spotify:artist:1XgVoPT2Va5L64LFzskVBW,Mason Williams
spotify:artist:3wlG40LYUIQ9rp5ff7NpPq,Daneka Nation
spotify:artist:7pwjGKaqnfkvS7eQbHaqyH,Sparks
spotify:artist:1R6Hx1tJ2VOUyodEpC12xM,Jim Croce
"spotify:artist:5X4LWwbUFNzPkEas04uU82, spotify:artist:4uiMn2g0pgTrhN096QJhbp, spotify:artist:0Tob4H0FLtEONHU1MjpUEp","DVBBS, Borgeous, Tinie Tempah"
"spotify:artist:3e7awlrlDSwF3iM0WBjGMp, spotify:artist:6TIYQ3jFPwQSRmorSezPxX","Little Mix, Machine Gun Kelly"
spotify:artist:53spjjrMCorbDCyF9dHbns,DaChri
spotify:artist:5xUf6j4upBrXZPg6AI4MRK,Soundgarden
spotify:artist:0bByarMN8ryEFQsRo6iCUN,Glenn Medeiros
spotify:artist:4bmymFwDu9zLCiTRUmrewb,Spiller
"spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:0gizY5GNZ4QV1vGB1bg0Gi","will.i.am, Cody Wise"
spotify:artist:0wPdF6oU9sRm16BNvWfyRR,Dave Berry
spotify:artist:18xgcedCGxFbqLbIQn5R8F,Miami Sound Machine
spotify:artist:0Il5DGqZvT1jz3mWL8LR5y,Kayls
spotify:artist:3BqaUtuQmqIHg7B5Bc7fP7,Nick Lowe
spotify:artist:6sAh1RUpXblYP320gZ91LC,Sunnyboys
spotify:artist:08fM8wx6uuEwagFsUvQp35,Portrait
"spotify:artist:6M2wZ9GZgrQXHCFfjv46we, spotify:artist:2WBJQGf1bT1kxuoqziH5g4","Dua Lipa, Purple Disco Machine"
spotify:artist:3sMYEBy0CZFxedcnm9i9hf,Frankie J
spotify:artist:6nv55DhqbeO8YUWFCfFAys,Zoot
"spotify:artist:5CCwRZC6euC8Odo6y9X8jr, spotify:artist:4IVAbR2w4JJNJDDRFP3E83","Rita Ora, 6LACK"
spotify:artist:66TrUkUZ3RM29dqeDQRgyA,Ella Eyre
spotify:artist:11jOZfVtketvHlyEXCkCWC,Hungry Kids of Hungary
"spotify:artist:0KMLfCXYb3Dhf1hLpu8cVd, spotify:artist:5c8Dgks0Ky4HKsC5VSzGUa","Midnight Star, Starskee"
spotify:artist:5JmeloS88DjYXJulG7qgwF,The Getaway Plan
"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:1uNFoZAHBGtllmzznpCI3s","David Guetta, Justin Bieber"
"spotify:artist:7hSWOsjh4uFNAS6c3gcm25, spotify:artist:1aTjB39eq6n3HcA8MbGpGp","D. Pritzker, Sonia Dada"
spotify:artist:5SHxzwjek1Pipl1Yk11UHv,Tom Grennan
spotify:artist:7J7YRBSoiXpdTmcbkKZL2C,The Honeydrippers
spotify:artist:6YtJeguOS8yoMkmLLnzU7q,The Angels
spotify:artist:2VUiF0VFkXzB0DLg9AzrqT,Maria Muldaur
spotify:artist:3jiBDfjnWIdLQEEOdKqZex,Doris Troy
spotify:artist:1eSVNZWXnk23LHL1XoVo1b,Johnny Chester
spotify:artist:4GzIiGnHYrOnq2LUiD6zdo,Jive Bunny and the Mastermixers
spotify:artist:0jRqFvRKCDryHOgrgFqsKG,Fools Garden
spotify:artist:3A2UXqQgMDJ3YNvLPyX5NW,Sir Douglas Quintet
"spotify:artist:3hv9jJF3adDNsBSIQDqcjp, spotify:artist:6HD2mo0Gz8wd8IbOXYwUfN","Mark Ronson, Daniel Merriweather"
spotify:artist:7aLdKgvXgDQz0wi5z2PKMV,99 Souls
"spotify:artist:1Xylc3o4UrD53lo9CvFvVg, spotify:artist:7uMh23xWiuR7zsNkuNcm2G","Zara Larsson, MNEK"
spotify:artist:5e1BZulIiYWPRm8yogwUYH,Tegan and Sara
spotify:artist:28OHQv3VZ2gifjWzrqBv1v,Bene
spotify:artist:7HLvzuM9p11k9lUQfSM4Rq,Warrant
spotify:artist:0s4lAMIrmAdSrf8TPfU13O,Sunny & The Sunglows
spotify:artist:6CZ47nllxoNELmf1dScwPh,The Overlanders
"spotify:artist:0z4gvV4rjIZ9wHck67ucSV, spotify:artist:7fObcBw9VM3x7ntWKCYl0z, spotify:artist:5P2rwRBgIN450RaJxdjYdA","Akon, Colby O'Donis, Kardinal Offishall"
spotify:artist:2aM5jpQ0WTcQDeHsil8Ihz,Michael Gray
spotify:artist:2vf4pRsEY6LpL5tKmqWb64,Elderbrook
spotify:artist:0vWCyXMrrvMlCcepuOJaGI,BOYS LIKE GIRLS
"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:0ZrpamOxcZybMHGg1AYtHP, spotify:artist:4tMJliVd96wXoMVNdcOBHp","Flo Rida, Robin Thicke, Verdine White"
spotify:artist:46njgd2Rq9tZc4ZjeQMgbh,Boz Scaggs
"spotify:artist:4bL2B6hmLlMWnUEZnorEtG, spotify:artist:2TL8gYTNgD6nXkyuUdDrMg","Felix Jaehn, Jasmine Thompson"
spotify:artist:5kDgW6kFF2iGCDuEkd7hNs,Alex Edmonds
"spotify:artist:4aP1lp10BRYZO658B2NwkG, spotify:artist:1ahGKezyX9Rl7GuEF2tc15, spotify:artist:7Ead768rc4ShGxnqtqccU5","Andrew Lloyd Webber, José Carreras, Sarah Brightman"
"spotify:artist:2feDdbD5araYcm6JhFHHw7, spotify:artist:0Tob4H0FLtEONHU1MjpUEp","Labrinth, Tinie Tempah"
spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton
"spotify:artist:5pUo3fmmHT8bhCyHE52hA6, spotify:artist:31W5EY0aAly4Qieq6OFu6I","Liam Payne, A Boogie Wit da Hoodie"
spotify:artist:4YrKBkKSVeqDamzBPWVnSJ,Basement Jaxx
spotify:artist:5FHwr1FymaS5kutIEK6e2y,King Harvest
"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:3Isy6kedDrgPYoTS1dazA9","Sia, Sean Paul"
spotify:artist:7ydcRbgt0yM9etADb1Ackp,Jimmy Jones
spotify:artist:3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker
spotify:artist:2EqPo7BwJq5UJsE5nWqgrk,Penny McLean
spotify:artist:6rX8AFY10dsJkJsv23Z9Um,Karnivool
spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,The Animals
"spotify:artist:0ZrpamOxcZybMHGg1AYtHP, spotify:artist:4OBJLual30L7gRl5UkeRcT, spotify:artist:2RdwBSPQiwcmiDo9kixcl8","Robin Thicke, T.I., Pharrell Williams"
"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:1uNFoZAHBGtllmzznpCI3s","DJ Snake, Justin Bieber"
spotify:artist:0WxOgeRxUt0MwPrI7A5atQ,King Curtis
"spotify:artist:23zg3TcAtWQy7J6upgbUnj, spotify:artist:0TnOYISbd1XYRBk9myaseg","Usher, Pitbull"
"spotify:artist:26dSoYclwsYLMAKD3tpOr4, spotify:artist:6tbjWDEIzxoDsBA1FuhfPW","Britney Spears, Madonna"
spotify:artist:2qlAMLpUyBjZgnzuFXXZXI,Klaxons
"spotify:artist:1T0wRBO0CK0vK8ouUMqEl5, spotify:artist:1tqZaCwM57UFKjWoYwMLrw","Tom Jones, The Cardigans"
"spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Flume, Tove Lo"
spotify:artist:1rBtwsSkGLKYGhL5yj98Wd,Adam Wade
spotify:artist:3NIenDn2OsCH7GDyY3Uw2w,The Echoes
spotify:artist:4LlDtNr8qFwhrT8eL2wzH4,The Hoosiers
spotify:artist:5PN2aHIvLEM98XIorsPMhE,Kim Carnes
"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:6d47Z08T4snK50HgTEHo5Z, spotify:artist:27fy6rHPC58Eo2VUu0iJSG","Flo Rida, Sage The Gemini, Lookas"
spotify:artist:64rqoVt9ShRtUCU0bPKQll,Sgt Slick
"spotify:artist:61lyPtntblHJvA7FMMhi7E, spotify:artist:4VNQWV2y1E97Eqo2D5UTjx, spotify:artist:6mpxgK8EZh8VDoe6trGF0f","Duke Dumont, Gorgon City, NAATIONS"
spotify:artist:1pbHrVayIcVpHI9z97u4bK,Bingo Players
spotify:artist:3gClSlUEpEoQd4IldcqBUz,Elen Levon
spotify:artist:3klZnJvYGIbWritVwQD434,Duncan Laurence
spotify:artist:2hnvTF9jhYWs6iEWdmJ50b,Chain
spotify:artist:6VeL8VhaMjHTPc5uovFl3h,The Damned
"spotify:artist:4pADjHPWyrlAF0FA7joK2H, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Jay Sean, Nicki Minaj"
spotify:artist:3QJUFtGBGL05vo0kCJZsmT,salem ilese
spotify:artist:2S4OQZxRbWsQ5SLnmMs0GO,Ph.D.
spotify:artist:3IyuxBX0pwXqbeFI4DWmhG,Riff
spotify:artist:5N5RfI8FFXk4WQ8kkjE407,Deep Blue Something
"spotify:artist:19y5MFBH7gohEdGwKM7QsP, spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ","Luther Vandross, Mariah Carey"
spotify:artist:2sBvQFPMUA3UiiNfwVhyGz,Jess & Matt
spotify:artist:2Ri2A9I850gTv0k0a9O6MO,Abigail
"spotify:artist:4TTQ0hJMOvs7I1zS9x4liI, spotify:artist:67PiUcvCvLFNUNBiKagzQm","Absent Friends, Wendy Matthews"
spotify:artist:6EJmqnuK0r6qiAevFFiNNR,Paul Davis
spotify:artist:5JmiJ0uN4rutaRsDfBUPHl,Jimmy Nail
spotify:artist:3b0MIPzJo7aoAtxHKnRoCn,Yves Klein Blue
spotify:artist:30GIF9g2UJ1ifn45kSMTFf,Maria McKee
spotify:artist:5SKKlvQaTiiLuJhC8xiWR9,Spectrum
spotify:artist:1rlNSO7W5SWGspO6fgrHPS,Frank Mills
spotify:artist:2d6JU9LvNhZR7AAtu4x2rS,Yvonne Elliman
spotify:artist:6jQ9UtYXqNfVnPkrH1Xxwi,Maxine Nightingale
"spotify:artist:3Caot8EtHX6wLpNF2wRzS0, spotify:artist:4SklVMGMsWTq7cJd9MixUx","Glen Hansard, Markéta Irglová"
spotify:artist:6WshiDext64oLUmu6LSHAl,The Mavis's
spotify:artist:2O0Hw1WSMbskB5tD9aWah3,The Stylistics
"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:3iN9k8uvm4WrgdlOigOH8D","Galantis, Hook N Sling"
"spotify:artist:2jw70GZXlAI8QzWeY2bgRc, spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ","Nelly Furtado, Timbaland"
"spotify:artist:0QHgL1lAIqAw0HtD7YldmP, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7bXgB6jMjp9ATFy66eO08Z, spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM, spotify:artist:3KV3p5EY4AvKxOlhGHORLg, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:1sBkRIssrMs1AbVkOJbc7a","DJ Khaled, Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future, Rick Ross"
"spotify:artist:4RVnAU35WRWra6OZ3CbbMA, spotify:artist:4C6ePhnXoaH3iz2Av2X6PF","Kylie Minogue, Ronin"
"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:26VFTg2z8YR0cCuwLzESi2","The Chainsmokers, Halsey"
spotify:artist:46gyXjRIvN1NL1eCB8GBxo,All Time Low
spotify:artist:6HX8AbXUFaYRtlqKb4CCo0,Mac Davis
