Artist URI(s),Artist Name(s)
"spotify:artist:5PjekOABtfU2Kwo0AHVmci, spotify:artist:01QTIT5P1pFP3QnnFSdsJf","Guy Sebastian, Lupe Fiasco"
"spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7, spotify:artist:5f7VJjfbwm532GiveGC0ZK","Topic, A7S, Lil Baby"
"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:4STHEaNw4mPZ2tzheohgXB","Rihanna, Kanye West, Paul McCartney"
spotify:artist:0QyB38XO00qX8Zc0EFzN4w,Kenny Ball
spotify:artist:79u2TpoFyAscz2Q1WLbja1,WickedStranger
spotify:artist:5rAaG3OuMuWvPWYji9TDgh,3T
spotify:artist:2B4ZHz4QDWJTXPFPgO5peE,Warren G
spotify:artist:5n30a5V4ftXNMHCHChmK2h,Young MC
"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:1buzCmyYZE4kcdLRudsb8V","Rihanna, Mikky Ekko"
"spotify:artist:32LHRiof0sa4taYew9i3Fa, spotify:artist:2ttm3uT0N1RN7vwKv1pQgh","Dinah Washington, Brook Benton"
spotify:artist:5rIqOJspxDq89aBBCUda1X,Smokie
spotify:artist:1XICntAIOLc3OPozkykv39,We Five
"spotify:artist:7vb7VLDqpLTlAy1ctTMR5d, spotify:artist:2sd9Q3r0Jhqpe3w9WVuG43","Alex Gaudino, Crystal Waters"
spotify:artist:2oRTd2N9vKFAceSCA757KY,Shakaya
"spotify:artist:6LqNN22kT3074XbTVUrhzX, spotify:artist:0FWzNDaEu9jdgcYTbcOa4F","Kesha, 3OH!3"
"spotify:artist:3koiLjNrgRTNbOwViDipeA, spotify:artist:71pUA2TXf3JHUPUgsjLtuL","Marvin Gaye, Kim Weston"
"spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:2AHGrNDMKFi8rHqQ8kJqfl","P!nk, William Orbit"
spotify:artist:6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD
"spotify:artist:26dSoYclwsYLMAKD3tpOr4, spotify:artist:02kJSzxNuaWGqwubyUba0Z","Britney Spears, G-Eazy"
"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:2wY79sveU1sp5g7SokKOiI, spotify:artist:3KedxarmBCyFBevnqQHy3P","Calvin Harris, Sam Smith, Jessie Reyez"
spotify:artist:3PGiywHOqNwJ1bv4S3fgZF,Big Yavo
spotify:artist:0IDBBKhe33nSK0gnDq0I1J,The 12th Man
"spotify:artist:7Ew8IOlYDqnmn7wO68vSnc, spotify:artist:7a2sloQlmdKSmj3fwMMpg9","Max Merritt, The Meteors"
"spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4, spotify:artist:5dcOK4stT4JDkP6Dqhbz5s","Kenny Rogers, Sheena Easton"
"spotify:artist:3IUisqn0mluZR0LITs8Sqk, spotify:artist:3W8CbCS38EF7Q320Mj6mHT","ICEHOUSE, Christina Amphlett"
spotify:artist:68g1s6VqLLLBI3tXR0Bb7C,The Asteroids Galaxy Tour
spotify:artist:4hOb2WdQMQWyG6RQAhR7iE,Budjerah
spotify:artist:2AV6XDIs32ofIJhkkDevjm,Curtis Mayfield
"spotify:artist:5F1aoppMtU3OMiltO8ymJ2, spotify:artist:7HV2RI2qNug4EcQqLbCAKS, spotify:artist:6U1dBXJhC8gXFjamvFTmHg, spotify:artist:6sCbFbEjbYepqswM1vWjjs, spotify:artist:63nv0hWWDob56Rk8GlNpN8","Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble"
"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:1MIVXf74SZHmTIp4V4paH4, spotify:artist:6fWVd57NKTalqvmjRd2t8Z","Clean Bandit, Mabel, 24kGoldn"
"spotify:artist:2squZ8HjM4AzR0j6jsPn4a, spotify:artist:4GMgdB3vwbBOc42hbXEi9p","MSTRKRFT, N.O.R.E."
spotify:artist:1QYMj6ouUhi6yis1HE8M68,Urban Cookie Collective
"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:4yiQZ8tQPux8cPriYMWUFP","Maroon 5, Gwen Stefani"
spotify:artist:7iH90f18JHtgA6f4hjJpo2,Bobby Bloom
"spotify:artist:3dkbV4qihUeMsqN4vBGg93, spotify:artist:5MspMQqdVbdwP6ax3GXqum","Al Green, Annie Lennox"
spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed
spotify:artist:01HH0MeCU5B1FXwt2EyZlh,Area-7
"spotify:artist:2gBjLmx6zQnFGQJCAQpRgw, spotify:artist:6roFdX1y5BYSbp60OTJWMd","Nelly, Tim McGraw"
spotify:artist:7f0OLhGgBMX9fUjm1dcPip,Alice Merton
spotify:artist:0WQ2X6sDzgN8xEboF4MBif,The Cherokees
spotify:artist:6CwfuxIqcltXDGjfZsMd9A,MARINA
spotify:artist:64NYtjmJ1onMOgQ2F40d6X,Casey Donovan
spotify:artist:4QDiSLl2fkDWuC4TIV7Z9Q,Mi-Sex
spotify:artist:2IkHcHKErbWa0TA14yHkbl,Dirty Vegas
spotify:artist:6QLt0DLtZG2ksJhs7XS8a1,Slinkee Minx
"spotify:artist:61lyPtntblHJvA7FMMhi7E, spotify:artist:2vik8lyw8WiALKMJK7C3hn","Duke Dumont, Ebenezer"
spotify:artist:2E6Roj0oQnJIm2BeXwDica,Graham Nash
spotify:artist:5W3CpTEfxHnas9n4k1lvit,Pryma
spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt
spotify:artist:4kYGAK2zu9EAomwj3hXkXy,JP Cooper
spotify:artist:1XGHs7YFtpCbDGKaNdPPtA,Kaz James
spotify:artist:7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel
"spotify:artist:7HV2RI2qNug4EcQqLbCAKS, spotify:artist:63nv0hWWDob56Rk8GlNpN8","Keala Settle, The Greatest Showman Ensemble"
spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller
spotify:artist:4NHQUGzhtTLFvgF5SZesLK,Tove Lo
spotify:artist:4am1I89OWXUzFh4ctRLkdd,Elliott Yamin
spotify:artist:7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes
spotify:artist:7A9yZMTrFZcgEWAX2kBfK6,Huey Lewis & The News
spotify:artist:0YsLR3SQd5QTXAhGIGX7cl,Del The Funky Homosapien
spotify:artist:6Dd3NScHWwnW6obMFbl1BH,Daya
spotify:artist:55IyYO6fmYpYw6Nd4YF7bw,Zager & Evans
"spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Skrillex, Kendrick Lamar"
"spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:6vWDO969PvNqNYHIOW5v0m","JAY-Z, Beyoncé"
spotify:artist:2lGzdlE3VJTdFZBXxb244X,Toni Pearen
spotify:artist:5pdyjBIaY5o1yOyexGIUc6,Lights
spotify:artist:7y5FNvBefNfxdfFMQpL9va,John David
spotify:artist:2BSGptj55ZjV9ss2D17Hj6,Frankie Miller
spotify:artist:6dTCMsjfH2odCFlNb36SCG,Delaney & Bonnie
spotify:artist:4HCubdy7diarb4KZo8etrq,The Go-Betweens
"spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:5KKpBU5eC2tJDzf0wmlRp2","Jax Jones, RAYE"
spotify:artist:2etWSM1cPeITq5E2bEK8PW,Silk
"spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY, spotify:artist:00IBJsix9OYvxpmk8k0p86","Peking Duk, Benjamin Joseph"
spotify:artist:59msSsiTOzFXBhRZZdwNVz,Newton
spotify:artist:0gcMPgunYh4rX1UOdvZKBn,Londonbeat
"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj"
spotify:artist:7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan
spotify:artist:0ZrpamOxcZybMHGg1AYtHP,Robin Thicke
"spotify:artist:6rHWAH6F4mr2AViSxMV673, spotify:artist:7fRw4ouudxR1jHgyrTIKuY","Jessica Mauboy, Stan Walker"
spotify:artist:1E1j4bKRLT2qWAp50o5nDh,Joe Publick
"spotify:artist:3PUzVXdNnsJGPDTIU7xvqu, spotify:artist:6j1mNIIhInjB8jf28UMVuq","Livin' Joy, Paul Morrell"
spotify:artist:4sFsq7NFJ0zz0uN3Zb6QJ9,Morris Albert
"spotify:artist:7jZM5w05mGhw6wTB1okhD9, spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7","ATB, Topic, A7S"
spotify:artist:4KQNF34GIZZWL10tS3XNTk,Bachelor Girl
spotify:artist:2029eJThczywCgnjE33s33,2 In A Room
spotify:artist:4sNZwscdi6bV6MoWRYBD8s,The Isley Brothers with Orchestra
spotify:artist:1XIbUq7y7kiMUhmp5dywGx,Jim Capaldi
spotify:artist:4k1ELeJKT1ISyDv8JivPpB,The Prodigy
spotify:artist:5m5cTNJ2RxfxKpGULocV9T,The Cruel Sea
spotify:artist:6yJCxee7QumYr820xdIsjo,Zac Brown Band
spotify:artist:5ydii9WwX1NPG6k5lrAb6m,Ratcat
spotify:artist:6V03b3Y36lolYP2orXn8mV,98º
spotify:artist:6x9QLdzo6eBZxJ1bHsDkjg,Sisqo
spotify:artist:6V3F8MZrOKdT9fU686ybE9,Mark Morrison
spotify:artist:27rXetqqGSi2spXzggwehc,Johnny Logan
spotify:artist:2qn6tcF5PTKQpFu1hxB225,Dómisol Sisters
"spotify:artist:7mEVrXcsq3PjsKT3BXnhp0, spotify:artist:0ZHSfpEoLBzYzQXYEhWSvJ","Tim Deluxe, Sam Obernik"
"spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:6nVcHLIgY5pE2YCl8ubca1","Bad Bunny, Jhayco"
spotify:artist:1VCjlBPsXgs5YMMFDWw6nA,Paul Evans
spotify:artist:3D4aMmMKFMVmxAK3rzTKXD,3 The Hard Way
"spotify:artist:7jmTilWYlKOuavFfmQAcu6, spotify:artist:3Z02hBLubJxuFJfhacLSDc","Barbra Streisand, Bryan Adams"
"spotify:artist:0z4gvV4rjIZ9wHck67ucSV, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Akon, Eminem"
"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:66AE89GQTx88zLYhXn1wFK","David Guetta, Sam Martin"
spotify:artist:7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray
spotify:artist:6TZdvF1kFzwnQLgHQynzsO,Alien Ant Farm
spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx
"spotify:artist:6dH5I8Q7HhXu74cBXkP0LD, spotify:artist:2oSO8nxMHKOJKj7v8l0zWh","Patrick Swayze, Wendy Fraser"
"spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:4STHEaNw4mPZ2tzheohgXB","Kanye West, Paul McCartney"
spotify:artist:2BLpGstUHxDc6vHfBEiaXm,The Move
spotify:artist:7z2avKuuiMAT4XZJFv8Rvh,Tom Walker
"spotify:artist:5yG7ZAZafVaAlMTeBybKAL, spotify:artist:35GL8Cu2GKTcHzKGi75xl5","Iggy Azalea, Jennifer Hudson"
spotify:artist:1sldhz8tzC100cRAdfnMht,Lobo
spotify:artist:33EUXrFKGjpUSGacqEHhU4,Iggy Pop
"spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:5gCRApTajqwbnHHPbr2Fpi","Katy Perry, Juicy J"
spotify:artist:4qzZ6bMrjK27yHGVjs4Pvq,Bertie Higgins
spotify:artist:787bCXOIvGeBw0Bc4kEjhD,Luke Christopher
spotify:artist:3ioHf138TiMxYRCWmC8yJX,CoCo Lee
spotify:artist:6uvAL6wcnKz1IFYZzFkIQ1,Crush
"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:1bqxdqvUtPWZri43cKHac8","Galantis, MAX"
spotify:artist:6tsRo8ErXzpHk3tQeH6GBW,Black Box
spotify:artist:4l1cKWYW591xnwEGxpUg3J,Miike Snow
spotify:artist:3WKkjW8B7x5UZmfC9pnDmN,Kyu Sakamoto
"spotify:artist:2FwJwEswyIUAljqgjNSHgP, spotify:artist:0NIIxcxNHmOoyBx03SfTCD, spotify:artist:1anyVhU62p31KFi8MEzkbf","Snakehips, Tinashe, Chance the Rapper"
spotify:artist:0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah
"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:0CjWKoS55T7DOt0HJuwF1H","DJ Snake, Bipolar Sunshine"
"spotify:artist:0Chxmm4XMM87mJOHvyiUzL, spotify:artist:55Aa2cqylxrFIXC767Z865","Kevin Rudolf, Lil Wayne"
"spotify:artist:4MCBfE4596Uoi2O4DtmEMz, spotify:artist:64KEffDW9EtZ1y2vBYgq8T","Juice WRLD, Marshmello"
"spotify:artist:6rHWAH6F4mr2AViSxMV673, spotify:artist:0jnsk9HBra6NMjO2oANoPY","Jessica Mauboy, Flo Rida"
spotify:artist:6LUNCFwAUUaWSDtaOcTpJH,The La De Da's
spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus
spotify:artist:5rFi4jPBgt63Z1JXcLE9QX,Daddy Dewdrop
spotify:artist:4dn4KQgTE4P3jrwa3iIVzQ,Baccara
spotify:artist:4MC3knlcFjcW7nt2hdn4Dk,Jim Diamond
"spotify:artist:4x1nvY2FN8jxqAFA0DA02H, spotify:artist:2s4tjL6W3qrblOe0raIzwJ","John Lennon, Yoko Ono"
spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy
spotify:artist:5Kd7EaN14eunBIyNux2c3z,The Hombres
spotify:artist:2loYllWFfoWpoxC5YrJKc4,Dion & The Belmonts
spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,Steve Perry
spotify:artist:5wAkbDfgFUeXzWO4rdPQiG,Blue Boy
"spotify:artist:1XGHs7YFtpCbDGKaNdPPtA, spotify:artist:3yjToJqlGuhwzaCkUpUfq9","Kaz James, Stu Stone"
spotify:artist:3PNGsgUFOuNvwagyBCo2Rg,Vicki Lawrence
"spotify:artist:6nxWCVXbOlEVRexSbLsTer, spotify:artist:6UcJxoeHWWWyT5HZP064om","Flume, Chet Faker"
spotify:artist:6HGeVgbCIyLs0cD7SVykwQ,Lazaro's Dog
"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Jason Derulo, Nicki Minaj, Ty Dolla $ign"
spotify:artist:2s6JabvZdqVQhfOsaxCSFX,Bert Kaempfert
spotify:artist:2aNIBy88702ekJ4R2Eo6W9,Amiel
spotify:artist:6h2bWHWTJL38N8dqocVaif,Jon Bon Jovi
"spotify:artist:3CQIn7N5CuRDP8wEI7FiDA, spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Run–D.M.C., Aerosmith"
"spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:3A9B6c1CrSPauiOblw7pWz","Topic, Nico Santos"
spotify:artist:4WL6MC4jDW7w7K9hfc4MVS,Clyde McPhatter
spotify:artist:7LYy7cGFjzSH9ykOwgev8g,Roy Orbison & Teen Kings
"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:0z4gvV4rjIZ9wHck67ucSV","Pitbull, Akon"
spotify:artist:1e8GEl48ktvfDpruMKB6Oe,Las Ketchup
"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK","DJ Snake, Lil Jon"
spotify:artist:1eYhYunlNJlDoQhtYBvPsi,Ray Charles
"spotify:artist:50OApTJurDusIo9dGTqSU4, spotify:artist:3t5xRXzsuZmMDkQzgOX35S","Lilly Wood and The Prick, Robin Schulz"
spotify:artist:0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer
spotify:artist:7DBNoRaD1Ff4PUjwmjcXpg,Dean Geyer
spotify:artist:5A3bl1xizicm2UoXHmmkkq,Hedgehoppers Anonymous
"spotify:artist:0oMBhLCTiFfKqdWl3ESWX0, spotify:artist:4m6idJ7auie3tzLzaTWsZO","Et Cetera, Kincade"
"spotify:artist:3PhoLpVuITZKcymswpck5b, spotify:artist:26dSoYclwsYLMAKD3tpOr4","Elton John, Britney Spears"
spotify:artist:3MFp4cYuYtTZe3d3xkLLbr,Bill Haley & His Comets
"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Daft Punk, Pharrell Williams, Nile Rodgers"
spotify:artist:53UCUopHRBowldiFYqYdzA,Foster & Allen
spotify:artist:6rEzedK7cKWjeQWdAYvWVG,Five
spotify:artist:4L1z1IcfK7lbqx8izGHaw5,Juice Newton
spotify:artist:4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners
"spotify:artist:25uiPmTg16RbhZWAqwLBy5, spotify:artist:6icQOAFXDZKsumw3YXyusw","Charli XCX, Lil Yachty"
"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:1mU61l2mcjEFraXZLpvVMo","Tiësto, Matthew Koma"
spotify:artist:5gPEo032lzARtzuVqJIm9o,Bobby Goldsboro
spotify:artist:6gbGGM0E8Q1hE511psqxL0,Ray J
spotify:artist:2C18qcP3k1dkMJpByV6rZX,Josh Abrahams
spotify:artist:2QFXAOEj2ow8a3xVkD8Ntg,Ian Carey
"spotify:artist:23IZADrJHPStZ6aMxJVq3s, spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS","Jarryd James, BROODS"
spotify:artist:6otgz5gkB40UnWFwTy0VDh,Madison Avenue
spotify:artist:67dnqvT66VC7F7EEMbhfWS,Blackfeather
"spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:2NjfBq1NflQcKSeiDooVjY","Macklemore, Tones And I"
"spotify:artist:7Ead768rc4ShGxnqtqccU5, spotify:artist:2nvKpWcP8etYTq4JrRiUiy","Sarah Brightman, Cliff Richard"
"spotify:artist:4IJczjB0fJ04gs4uvP0Fli, spotify:artist:4bYPcJP5jwMhSivRcqie2n","Gym Class Heroes, Adam Levine"
"spotify:artist:5lwT6gFdwV3Wcol07KUiJx, spotify:artist:4GLJPBj5Cdr9AgLKvLWM4n","Mike Mago, Dragonette"
spotify:artist:6xrurMjtUUYPWeQ2UphcwK,Dynamic Hepnotics
spotify:artist:5Qi4Bb7a8C0a00NZcA77L0,D12
spotify:artist:6l58yHeOd9sbH3Swm4kqjr,George
spotify:artist:66QeIFuFJDNCImNHlFzrY1,Starland Vocal Band
"spotify:artist:0gusqTJKxtU1UTmNRMHZcv, spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:5afDPnkidHjc6e43K9bSKn","Dizzee Rascal, Calvin Harris, Chrom3"
spotify:artist:502FY8XQYRxClWgolQ3Hf2,Lynn Anderson
"spotify:artist:54RQwyzpAT4tNL71xGLdhg, spotify:artist:2veltl0uUHmZ6WDISV6rmQ","Rachel Mintz, Dsblade"
"spotify:artist:4UXqAaa6dQYAk18Lv7PEgX, spotify:artist:3PhoLpVuITZKcymswpck5b","Fall Out Boy, Elton John"
spotify:artist:6SXZyMIzYNNfZ3NFQc3vtv,Tubeway Army
"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Justin Bieber, Nicki Minaj"
"spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:0gAILSEru1PKMwP0tAqNLS","P!nk, Willow Sage Hart"
"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:67MNhiAICFY6Pwc2YxCO0K","Zedd, Elley Duhé"
"spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Fifth Harmony, Ty Dolla $ign"
"spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Ariana Grande, The Weeknd"
"spotify:artist:3qoTlYFOahAlAh9ee3qnbs, spotify:artist:0L4gqdrMNbRIbNKzgcBXG6, spotify:artist:2KgiNo5JQEyIQdGv2Wyh4R","HOSH, 1979, Jalja"
spotify:artist:5u8Htj5LKHVtPpwwYC0FxG,The Twilights
spotify:artist:5FogkLPJrtPci0zey7QSiT,Kaleb Jones
spotify:artist:2ZW29i2YE4YDQf6WemPJ4W,Paul Mac
spotify:artist:0xUA9sZvM1DBVySSvUaHtu,Chris Farlowe
spotify:artist:0lwRI7lvmlRY5DiA5Xa6wQ,Lipps Inc.
spotify:artist:6VTladttdVHzolv7aq6Q5B,The Bootleg Family Band
spotify:artist:11PYyk3kBXjDIFHiCc0psS,Paul Dempsey
spotify:artist:76o4kCpWMmBGl8jIYfRHTk,Ken Dodd
spotify:artist:0E2Jf1UHMqdQDdH12mc712,Claes Janson
spotify:artist:5FPOgPxk5crRinaeEA5vmP,Joel Daydé
"spotify:artist:7i9j813KFoSBMldGqlh2Z1, spotify:artist:1gALaWbNDnwS2ECV09sn2A, spotify:artist:4L2dV3zY7RmkeiNO035Fi0, spotify:artist:3Edve4VIATi0OZngclQlkN","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine"
"spotify:artist:0IUq1plF3ON4Fboj1bE6kN, spotify:artist:4NgNsOXSwIzXlUIJcpnNUp, spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z","Delerium, Sarah McLachlan, Tiësto"
spotify:artist:6o2VsYOl5FxnOJYvod1Q8p,Artists United Against Apartheid
spotify:artist:0awl5piYwO0CDTHEkCjUhn,Nico & Vinz
"spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE, spotify:artist:1zNqQNIdeOUZHb8zbZRFMX, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Kane Brown, Swae Lee, Khalid"
spotify:artist:2QJGwjXfe7IOoBFcrpzOTt,The Hollywood Argyles
"spotify:artist:5me0Irg2ANcsgc93uaYrpb, spotify:artist:79OSA519ScnPY0MVDpu8ZV, spotify:artist:59wfkuBoNyhDMQGCljbUbA, spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp, spotify:artist:2gBjLmx6zQnFGQJCAQpRgw","The Notorious B.I.G., Avery Storm, Diddy, Jagged Edge, Nelly"
spotify:artist:0nCiidE5GgDrc5kWN3NZgZ,"Emerson\, Lake & Palmer"
"spotify:artist:2tIP7SsRs7vjIcLrU85W8J, spotify:artist:1uNFoZAHBGtllmzznpCI3s","The Kid LAROI, Justin Bieber"
spotify:artist:3q7isf09BuwXLyR2khBs60,Khia
"spotify:artist:7qG3b048QCHVRO5Pv1T5lw, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi, spotify:artist:4yt2wdqvcHygghx9iNUb6i","Enrique Iglesias, Ludacris, DJ Frank E"
spotify:artist:5UoVLCWzOKMIJ9iioof9OD,CeCe Peniston
spotify:artist:5RjqSn7vYk8Qb9GeLWRRhB,Gloriana
"spotify:artist:1EVWYRr2obCRDoSoD6KSuM, spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","Havana Brown, R3HAB"
"spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Nick Jonas, Tove Lo"
"spotify:artist:4z4m1P0iX2nRSPDBEZ8LBT, spotify:artist:5SWX583ExJOL7cv8572Crs, spotify:artist:7sQECgfT3RtfL0RZWK63Wg","DJ Sammy, Yanou, Do"
spotify:artist:3Q68nynET81w3iLWZYEBVU,Jud Strunk
spotify:artist:4xcYVPssil6vbG6tq3W43S,Don Gibson
"spotify:artist:1lmU3giNF3CSbkVSQmLpHQ, spotify:artist:4ArPQ1Opcksbbf3CPwEjWE","Surf Mesa, Emilee"
spotify:artist:0nd3tsqHVtnAWBCQgwtbIz,The Brothers Four
"spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:2RdwBSPQiwcmiDo9kixcl8","Snoop Dogg, Pharrell Williams"
spotify:artist:47LaejbXqR0KTC7A8khfqS,Napoleon XIV
"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:23zg3TcAtWQy7J6upgbUnj","Martin Garrix, Usher"
"spotify:artist:3whuHq0yGx60atvA2RCVRW, spotify:artist:0jnsk9HBra6NMjO2oANoPY","Olly Murs, Flo Rida"
"spotify:artist:1kjO72M26jZkv0aaGxJaov, spotify:artist:0le01dl1WllSHhjEXRl4in, spotify:artist:20ZzK04IeD9EcQE12i2uRa","Eric Benét, Tamia, Kevin ""K.D."" Davis"
spotify:artist:1b5taabb9eKSbyzVFVtEjh,Joe Dowell
"spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:08tQwub0ulYRq9dRBKVS1r","Tiësto, DBX"
"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot","The Chainsmokers, ILLENIUM, Lennon Stella"
spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,BROODS
"spotify:artist:4bL2B6hmLlMWnUEZnorEtG, spotify:artist:34SBu2kvAUh84umN8Pi0iI, spotify:artist:5KPJMJR9PCfMWSfco8i4W4","Felix Jaehn, Hight, Alex Aiono"
spotify:artist:17UkABEasVRlCcIFZ3wHb7,Steps
spotify:artist:4zM0rSWDYUaWlrnn4FTNa6,Nicholas McDonald
"spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:26VFTg2z8YR0cCuwLzESi2, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","Post Malone, Halsey, Future"
spotify:artist:5kZDCAD5zLelf8NYHoRSHS,Sammi Smith
"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:0IF46mUS8NXjgHabxk2MCM","Calvin Harris, Kelis"
spotify:artist:2CLVPk9FcywjClBcTvWPkT,Loverboy
"spotify:artist:1vtjEEpXUblXe3FHKOALcD, spotify:artist:3UEWPRL5vRlNOP1zhRQf71","NEWEM, Baby Alpaca"
"spotify:artist:3YomJIlhK4fGGiX1aTuU4h, spotify:artist:7pddMBUlUJX68vgjTzfKl1","Scott Fitzgerald, Yvonne Keeley"
spotify:artist:7t2BtjPo5hS5CEqZoGKQpn,Berri
"spotify:artist:1VBflYyxBhnDc9uVib98rw, spotify:artist:25uiPmTg16RbhZWAqwLBy5","Icona Pop, Charli XCX"
"spotify:artist:7qG3b048QCHVRO5Pv1T5lw, spotify:artist:40xbWSB4JPdOkRyuTDy1oP","Enrique Iglesias, Nicole Scherzinger"
"spotify:artist:2eogQKWWoohI3BSnoG7E2U, spotify:artist:2Uh4UmiQhrrElbrvJVH0dT","Donna Summer, Brooklyn Dreams"
spotify:artist:0ym94xKp2PIOJtTZKpxbAa,Samantha Fox
"spotify:artist:34QHr1kYdBCLlvXDMEEbe5, spotify:artist:72luDUYRlE8N8lPSgyhiwo","Marty Guilfoyle, John Gibbons"
"spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Lady Gaga, Ariana Grande"
spotify:artist:3TQ9JTBI2n2hfo7aRONEYV,Sir Mix-A-Lot
spotify:artist:6edGSAX5dVpeJVwu1Q0NwJ,Lighthouse Family
